entity_h3_id,,,,,,,,,,,,,,,,DN0000,DN0001,DN1000,DN1100,4020,4050,DN1140,4070,4080,DN1200,2200,DN1300,6000,6100,6200,6210,DN1400,DN1410,7000,7020,7060,7070,DN1420,7100,DN1500,1270,1600,DN1510,2300,2340,DN1530,1250,1360,DN1600,6510,6520,6530,6540,DN2000,DN2020,DN2200,1220,1330,1390,6620,DN2210,1240,DN2220,1460,1470,DN2230,1020,DN2300,1230,1280,1300,1340,DN2310,1290,1350,1430,DN2320,1310,1320,DN2400,4220,4530,4540,4550,DN2410,4230,4290,6600,DN2420,4260,4400,DN2500,4110,4210,4240,4300,4350,4500,4510,4520,DN2600,1380,4100,4270
entity_h3_long_desc,,,,,,,,,,,,,,,,S+B Group,Continuing Operations,Production,DEW,4020 - DEW Härterei Technik GmbH (DE),4050 - dhi Rohstoffmanagement GmbH (DE),DEW 4000,4070 - DEW Speciality Steel GmbH & Co. KG (DE),4080 - DEW Sales GmbH & Co. KG (DE),Swiss Steel,2200 - Swiss Steel AG (CH),Ugitech,6000 - Ugitech S.A. (FR),6100 - Sprint Metal Edelstahlziehereien GmbH (DE),6200 - Ugitech Italia S.r.l (IT),6210 - Ugitech TFA S.r.l. (IT),Finkl Steel,Finkl,7000 - Finkl Steel - Chicago (US),7020 - Finkl Steel - Houston| LLC (US),7060 - Finkl De Mexico S de R.L. de C.V. (MX),7070 - Composite Forgings LLC (US),Sorel,7100 - Finkl Steel - Sorel (CA),Steeltec,1270 - Steeltec Celik A.S. (TR),1600 - Steeltec GmbH (DE),Steeltec TK,2300 - Steeltec AG (CH),2340 - Ugitech Suisse S.A. (CH),Scandinavia,1250 - Steeltec A/S (DK),1360 - Steeltec Boxholm AB (SE),Ascometal,6510 - Ascometal Hagondange S.A.S. (FR),6520 - Ascometal Les Dunes S.A.S. (FR),6530 - Ascometal Custines - Le Marais S.A.S. (FR),6540 - Ascometal Fos-sur-Mer S.A.S. (FR),Sales & Services,Sales & Services International,Western Europe,1220 - S+B Iberica S.A. (ES),1330 - S+B UK Ltd. (UK),1390 - S+B Portugal S.A. (PT),6620 - Ascometal Iberica S.L. (ES),Sales & Services France,1240 - S+B France S.A.S. (FR),S&S Italy,1460 - S+B Italia S.r.l. (IT),1470 - S+B Acciai Speciali S.r.l. (IT),Sales & Services Germany,1020 - S+B Deutschland GmbH (DE),Central and Eastern Europe,1230 - S+B Polska Sp.z o.o. (PL),1280 - S+B Romania SRL (RO),1300 - S+B Magyarország Kft. Budapest (HU),1340 - S+B Oy (FI),S&S Baltic,1290 - S+B Baltic OÜ (EE),1350 - S+B Baltic UAB (LT),1430 - S+B Baltic SIA (LV),S&S Czeck & Slovakia,1310 - S+B s.r.o. (CZ),1320 - S+B Slovakia s.r.o. (SK),Americas,4220 - S+B do Brasil Indústria e Comércio de Acos Ltda. (BR),4530 - S+B Chile SpA (CL),4540 - S+B Argentina SAU (AR),4550 S+B Colombia S.A.S. (CO),S&S North America,4230 - S+B Canada Inc. (CA),4290 - S+B USA Inc. (US),6600 - Ascometal North America Inc. (US),S&S Mexico,4260 - S+B Mexico S.A. de C.V. (MX),4400 - Alta Tecnologia en Tratamientos S.A. de C.V. (MX),Asia - Pacific,4110 - S+B India Pvt. Ltd. (IN),4210 - S+B Australia Pty. Ltd. (AU),4240 - S+B Singapore Pte. Ltd. (SG),4300 - S-B Hong Kong Co. Ltd. (HK),4350 - Shanghai Xinzhen Precision Metalwork Co. Ltd.(CN),4500 - Schmolz Bickenbach Japan Co. Ltd. (JP),4510 - Schmolz-Bickenbach (Thailand) Ltd. (TH),4520 - Schmolz+Bickenbach Taiwan Ltd. (TW),Rest of the world,1380 - S+B Russia OOO (RU),4100 - S+B Middle East FZCO (AE),4270 - S+B South Africa (Pty.) Ltd. (ZA)
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4105,AS wire rod,N,1,29,True,-42905837.7863456,-42905837.7863456,-41652241.6123817,-21139842.109999996,,,-21139842.109999996,-42279684.21999999,0.0,-20512399.5023817,-61537198.50714511,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,-1253596.1739639,-1253596.1739639,3300.6057691,,6601.2115382,,,,,,,,,,,,,,,,,,,,,,-1256896.779733,,,,,-1256896.779733,,-82428.7699607,-1174468.0097723,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4106,AS bright bars,N,1,34,True,-47545306.784842506,-47545306.784842506,-33316306.782330807,-27261465.370000005,,,-27261465.370000005,-54522930.74000001,0.0,,,,,,,,,,,,,,,,-6054841.412330799,-793278.4296768,-13288641.99,-535921.5056049,-1071843.0112098,,-824946.4335002999,-372002.4728204,-1277890.3941801998,,,,,,-14229000.0025117,-14229000.0025117,-10529495.4106226,-336311.9,-436941.38124519994,-15381.12,,-1256830.75,-1256830.75,-448016.48999999993,-448016.48999999993,,-8430330.97,-8430330.97,-3625496.6951105003,-245327.939374,-63407.4152184,-313428.5050198,-3716470.0,-41537.9,-27767.61,-1523.89,-12246.4,-1414641.8653044002,-1011269.3253044002,-403372.54,-4393.7258789,,,,,-1926.7429097,,-1926.7429097,,-2466.9829692,-2466.9829692,,-69614.1708997,-38184.4166754,,-101043.925124,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4107,AS bright wire,N,1,39,True,-4302245.24,-4302245.24,-4302245.24,-4302245.24,,,-4302245.24,-8604490.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4108,AS seamless tubes,N,1,44,True,-33017.3468016,-33017.3468016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33017.3468016,-33017.3468016,,,,,,,,,,,,,-33017.3468016,,,,,-4340.68,-4340.68,,,-28676.6668016,-28676.6668016,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4109,AS welded tubes,N,1,49,True,-223.2,-223.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-223.2,-223.2,,,,,,,,,,,,,-223.2,,,,,-223.2,,-223.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4110,AS sheets/ plates rolled,N,1,54,True,-6389400.851436601,-6389400.851436601,-5830099.010000001,-5830099.010000001,,,-5830099.010000001,-11660198.020000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-559301.8414366,-559301.8414366,-14281.24,,,-28562.48,,,,,,,,,-20760.8843465,,,-35130.088693,,-3195.84,-435.84,-2760.0,,,,,-478990.52736279997,,,,,-185547.0192369,-3618.0722412,-181928.9469957,,-293443.5081259,-293443.5081259,,,,,,,,,,,-45269.1897273,-85956.165179,,-4582.2142756
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4111,AS blocks forged and processed,N,1,59,True,-13455861.0595228,-13455861.0595228,-13274217.1212017,-7931588.699999999,,,-7931588.699999999,-15863177.399999999,0.0,,,,,,,,-5342628.4212017,-5342628.4212017,,,,-10685256.8424034,,,,,,,,,,,,,,,,,-181643.9383211,-181643.9383211,,,,,,,,,,,,,,,,,,,,,,,,,-181643.9383211,,,,,-181643.9383211,,-181643.9383211,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4113,Ziegler,N,1,64,True,-49423.72,-49423.72,-32517.72,,,,,,,,,,,,,,,,,,,,,,-32517.72,,-97553.16,,,,,,,,,,,,-16906.0,-16906.0,,,,,,,,,,,,,-16906.0,,,,,,,,,-16906.0,,-16906.0,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P4900,AS others,N,1,69,True,-90403911.4754892,-90403911.4754892,-89777677.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89777677.11,-1310057.46,-4240880.28,-57332024.010000005,-206450069.57999998,-626234.3654892001,-626234.3654892001,,,,,,,,,,,,,,,,,,,,,,,,,-620232.3431752,,,,,-620232.3431752,-8988.8492121,-611243.4939631,,,,,-1352.0548571,-2704.1097142,,,,,,,,-4649.9674569,,,-9299.9349138
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,PFSTE,Free cutting steel,Y,2,73,True,-151158033.56653303,-151158033.56653303,-94239396.88277861,-185134.56,,,-185134.56,-370269.12,0.0,-66368718.9077194,-199106156.7231582,,,,,,,,,,,,,,-27685543.415059198,-14198213.1698955,-13332989.219999999,-12441052.497830698,-24882104.995661397,,-6067423.453930001,-2795664.7519946,-9339182.155865401,,,,,,-56918636.6837544,-56918636.6837544,-45153797.8241125,-2358031.08,-120557.628225,-227429.5,,-6133153.35,-6133153.35,-6994419.569999999,-6994419.569999999,,-30673215.799999997,-30673215.799999997,-11047472.0207051,-7553405.269364,-176301.92340139998,-656540.2479292001,-662198.0,-445485.7299999999,-293431.41,-67642.4,-84411.92,-6077763.5703578,-3944083.8003578004,-2133679.77,-162632.3336756,,,,,,,,,-162632.3336756,-162632.3336756,,-552914.5449902,-1105829.0899804,,,,,,,,-1819.960271,-3639.920542,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2100,FS ingots,N,1,74,True,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2101,FS billets,N,1,79,True,-24419846.7389187,-24419846.7389187,-24419846.7389187,,,,,,,-24419846.7389187,-73259540.2167561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2104,FS bars rolled,N,1,84,True,-12955201.8554008,-12955201.8554008,-12142108.9554008,-3253.25,,,-3253.25,-6506.5,0.0,-12121677.9471922,-36365033.8415766,,,,,,,,,,,,,,-17177.7582086,-51533.2746258,0.0,,,,,,,,,,,,-813092.9000000001,-813092.9000000001,-813092.9000000001,-14266.6,,,,-805959.6000000001,-805959.6000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2105,FS wire rod,N,1,89,True,-30019437.681728702,-30019437.681728702,-30019437.681728702,,,,,,,-29827194.2216085,-89481582.6648255,,,,,,,,,,,,,,-192243.4601202,,-420673.11,-52019.0901202,-104038.1802404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2106,FS bright bars,N,1,94,True,-31421723.910521,-31421723.910521,-15550663.7237673,-181881.31,,,-181881.31,-363762.62,0.0,,,,,,,,,,,,,,,,-15368782.4137673,-13741611.4810038,-12300600.69,-1492607.3509359,-2985214.7018718,,-5195437.6724968,-1990995.6169728,-8399879.7280208,,,,,,-15871060.1867537,-15871060.1867537,-6806208.789999999,-188701.48,,-43302.16,,-1617851.4999999998,-1617851.4999999998,-238953.78999999998,-238953.78999999998,,-4833401.68,-4833401.68,-9063031.4364827,-7143596.0030014,-157481.107643,-516280.6534918,-655358.0,-432411.79,-280357.47,-67642.4,-84411.92,-4394261.7644146,-2951750.7344146003,-1442511.03,,,,,,,,,,,,,,,,,,,,,,-1819.960271,-3639.920542,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2107,FS bright wire,N,1,99,True,-150011.8253978,-150011.8253978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150011.8253978,-150011.8253978,,,,,,,,,,,,,-150011.8253978,,,,,,,,,-150011.8253978,-150011.8253978,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2112,FS ETG,N,1,104,True,-51625222.2531541,-51625222.2531541,-12102798.353223497,,,,,,,,,,,,,,,,,,,,,,-12102798.353223497,-391444.1250471,-611715.4199999999,-10896426.056774598,-21792852.113549195,,-871985.7814332,-804669.1350218,-939302.4278446,,,,,,-39522423.899930604,-39522423.899930604,-37534457.5341125,-2155063.0,-120557.628225,-184050.13999999998,,-3709342.25,-3709342.25,-6755465.779999999,-6755465.779999999,,-25839814.119999997,-25839814.119999997,-1272419.4871522998,-392570.04301799997,-18820.8157584,-140259.5944374,-6840.0,-8287.85,-8287.85,,0.0,-984886.4105453999,-842321.2405454,-142565.16999999998,-162632.3336756,,,,,,,,,-162632.3336756,-162632.3336756,,-552914.5449902,-1105829.0899804,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P2113,Ziegler,N,1,109,True,-566589.3014119,-566589.3014119,-4541.4297396,,,,,,,,,,,,,,,,,,,,,,-4541.4297396,-13624.2892188,,,,,,,,,,,,,-562047.8716722999,-562047.8716722999,-38.6,,,-77.2,,,,,,,,,-562009.2716723,-17239.2233446,,,,-4786.09,-4786.09,,,-548603.57,,-548603.57,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,PUSTE,Unalloyed steel,Y,2,118,True,-113034983.57822342,-113034983.57822342,-88017139.3415963,-37490760.44000001,,,-37490760.44000001,-74981520.88000003,0.0,-38017502.4261099,-114052507.2783297,,,,,,-1996692.1095493,-1996692.1095493,,,,-3993384.2190986,,,-10512184.3659371,-5499462.6808404,-15724267.23,-131647.6031095,-263295.206219,,-3305960.1258808,-2065261.3634538,-4546658.8883078005,,,,,,-25017844.236627102,-25017844.236627102,-5854271.591870099,-978321.3400000001,-741118.9437402,-343242.8,,-4297688.239999999,-4297688.239999999,,,,-525241.8099999999,-525241.8099999999,-19086851.7950568,-13459128.9097274,-82439.9907202,-3464377.9375248007,-186088.0,-1572643.5899999996,-395394.51,-690764.7299999999,-486484.3499999999,-8918190.786070602,-5524331.606070601,-3393859.1800000006,,,,,,,,,,,,,-2224.9338582,,-4296.7870984,,-153.080618,,,,,-74495.915842,-148991.831684,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1100,US ingots,N,1,119,True,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1101,US billets,N,1,124,True,-1253543.5642694999,-1253543.5642694999,-1093496.9683095,-564912.63,,,-564912.63,-1129825.26,0.0,-528584.3383095,-1585753.0149285002,,,,,,,,,,,,,,,,,,,,,,,,,,,,-160046.59596,-160046.59596,,,,,,,,,,,,,-160046.59596,-151364.2041192,,,,,,,,-84364.4939004,-84364.4939004,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1102,US semis,N,1,129,True,-407957.7,-407957.7,-407740.25,-407740.25,,,-407740.25,-815480.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-217.45,-217.45,-146.4,,,-292.8,,,,,,,,,-71.05,,,,,,,,,-71.05,,-71.05,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1103,US bars forged,N,1,134,True,-525344.484472,-525344.484472,-141097.0865043,-91326.0,,,-91326.0,-182652.0,0.0,,,,,,,,,,,,,,,,-49771.086504299994,,,,,,-49771.086504299994,-49657.9791994,-49884.1938092,,,,,,-384247.39796770003,-384247.39796770003,-71302.18000000001,-60890.76,,-54283.5,,-13715.05,-13715.05,,,,,,-312945.2179677,-5168.2738242,-15652.9441538,-3200.5196358,,-10785.730000000001,-7634.35,-1363.6,-1787.78,-290148.6191608,-267073.5991608,-23075.019999999997,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1104,US bars rolled,N,1,139,True,-62838763.22665041,-62838763.22665041,-51515812.5620011,-34878259.330000006,,,-34878259.330000006,-69756518.66000001,0.0,-16024056.889621,-48072170.668863,,,,,,,,,,,,,,-613496.3423801,,-60051.600000000006,,,,-593479.1423801,-808244.7476008,-378713.5371594,,,,,,-11322950.6646493,-11322950.6646493,-4984935.6218701,-917430.5800000001,-741118.9437402,-133124.7,,-4089098.51,-4089098.51,,,,,,-6337398.7423093,-3708560.3161806003,-52472.1570778,-167181.2219104,-13252.0,-345138.87,-66176.36,-207727.74,-71234.77,-4021527.0247249003,-2619628.3247249,-1401898.7000000002,,,,,,,,,,,,,-76.540309,,,,-153.080618,,,,,-539.7601609,-1079.5203218,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1105,US wire rod,N,1,144,True,-21615986.408179402,-21615986.408179402,-21615986.408179402,-151125.21,,,-151125.21,-302250.42,0.0,-21464861.1981794,-64394583.594538204,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1106,US bright bars,N,1,149,True,-19024170.198936205,-19024170.198936205,-10691581.3824374,-1308710.6899999997,,,-1308710.6899999997,-2617421.3799999994,0.0,,,,,,,,,,,,,,,,-9382870.692437401,-5499462.6808404,-14431664.940000001,-131647.6031095,-263295.206219,,-2607513.8823811,-1097348.938268,-4117678.8264942,,,,,,-8332588.816498801,-8332588.816498801,-743201.75,,,-88944.12000000001,,-173487.88,-173487.88,,,,-525241.8099999999,-525241.8099999999,-7587238.6729496,-1748882.3504736002,-13839.0416736,-3136726.444502,-22438.0,-713914.82,-163598.68,-261215.88,-289100.25999999995,-4412380.934625,-2470697.604625,-1941683.33,,,,,,,,,,,,,-2148.3935492,,-4296.7870984,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1107,US bright wire,N,1,154,True,-455420.0,-455420.0,-455420.0,-44569.770000000004,,,-44569.770000000004,-89139.54000000001,0.0,,,,,,,,,,,,,,,,-410850.23,,-1232550.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1108,US seamless tubes,N,1,159,True,-471651.1494374,-471651.1494374,-52433.9304181,,,,,,,,,,,,,,,,,,,,,,-52433.9304181,,,,,,-52433.9304181,-104867.8608362,0.0,,,,,,-419217.2190193,-419217.2190193,-29480.53,,,-58487.659999999996,,-236.7,-236.7,,,,,,-389736.6890193,,,-117298.3359372,-150398.0,-216677.21000000002,-38288.93,-72749.98,-105638.3,-39211.3110507,-14689.431050700001,-24521.88,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1109,US welded tubes,N,1,164,True,-125866.89960559999,-125866.89960559999,-1989.1041137,,,,,,,,,,,,,,,,,,,,,,-1989.1041137,,,,,,-1989.1041137,-3595.8773824,-382.330845,,,,,,-123877.7954919,-123877.7954919,-9526.27,,,-8110.02,,-5471.26,-5471.26,,,,,,-114351.52549189999,-1990.832444,,-2805.7185398,,-111953.25,-8143.7,-90340.98,-13468.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1110,US sheets/ plates rolled,N,1,169,True,-4222429.742045499,-4222429.742045499,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,-4222429.742045499,-4222429.742045499,-15505.84,,,,,-15505.84,-15505.84,,,,,,-4132967.7463644,-7783966.1401651995,-475.847815,-35392.1909336,,-155559.98,-103493.88,-51156.1,-910.0,-67490.6769075,-67490.6769075,,,,,,,,,,,,,,,,,,,,,,,-73956.1556811,-147912.3113622,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1111,US blocks forged and processed,N,1,174,True,-2040808.6695493,-2040808.6695493,-2040808.6695493,-44116.56,,,-44116.56,-88233.12,0.0,,,,,,,,-1996692.1095493,-1996692.1095493,,,,-3993384.2190986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1113,Ziegler,N,1,179,True,-52154.782045099986,-52154.782045099986,-772.9800835,,,,,,,,,,,,,,,,,,,,,,-772.9800835,,,,,,-772.9800835,-1545.960167,,,,,,,-51381.80196159999,-51381.80196159999,-173.0,,,,,-173.0,-173.0,,,,,,-51208.80196159999,-59196.7925206,,,,-18613.73,-8058.61,-6210.45,-4344.67,-2996.6757012999997,-387.4757013,-2609.2,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P1900,US others,N,1,184,True,-886.753033,-886.753033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-886.753033,-886.753033,,,,,,,,,,,,,-886.753033,,,-1773.506066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,POTH,Other,Y,3,187,True,-51192103.3789164,-51192103.3789164,-42672753.24886002,-33897096.73000001,-19643395.919999998,-13219744.80000003,-22942716.490000002,-45885432.980000004,0.0,,,-1180864.8399999999,-2609386.3499999996,-187207.86000000002,-55412.42999999999,-690587.88,-554957.7350367,-169365.5950147,,,,-338731.1900294,-385592.140022,-771184.280044,-3151838.1738233,-1985683.3233741,-6405232.800000001,-248490.91536959997,-491290.19462039997,-5691.6361188,-106375.217329,-46818.5892868,-165931.8453712,-3887995.77,-314371.02,-6992906.49,-3390261.3599999994,-966448.4400000002,-8519350.1300564,-8519350.1300564,-681049.8772652999,-32506.660000000003,-89594.0545306,-103811.72,,-267145.14999999997,-267145.14999999997,-42367.420000000006,-38073.380000000005,-4294.04,-258581.09,-258581.09,-2597387.1332078003,-177365.9285706,-35248.1103424,-5797.780949999999,-139055.6,-101139.09000000001,-37001.87000000001,-8549.11,-55588.11,-2317514.3332763,-2285473.3332763,-32041.0,-3472591.4436163,-39689.5473314,-151319.8316562,-4834.861277,,-2295865.7261324003,-535834.1784923,-1760031.5476401001,,-1078803.5973516,-394806.6777609,-683996.9195907,-653017.0775629,,-225759.5449432,,-1080274.6101826,,,,,-1115304.5984041,-146066.0591538,-1756030.5668016,-328512.5708528
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P6104,AL bars rolled,N,2,188,True,-172619.0696016,-172619.0696016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-172619.0696016,-172619.0696016,-10736.8,,,-8593.6,,-6440.0,-6440.0,,,,,,-161882.26960159998,-4723.9712716,,,,-116851.07999999999,-48084.54,-1451.28,-67315.26,-42669.20396580001,-39296.7439658,-3372.46,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P6106,AL bright bars,N,2,193,True,-1808.2704614000002,-1808.2704614000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1808.2704614000002,-1808.2704614000002,-163.0,,,,,-163.0,-163.0,,,,,,-1645.2704614000002,-2936.227926,,-354.3129968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P6108,AL seamless tubes,N,2,198,True,-9238.92,-9238.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9238.92,-9238.92,-210.0,,,,,-210.0,-210.0,,,,,,-9028.92,,,,,-9028.92,-5221.08,-2499.46,-1308.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P6110,AL sheets/ plates rolled,N,2,203,True,-497639.640814,-497639.640814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-497639.640814,-497639.640814,-243967.6,,,,,-243967.6,-243967.6,,,,,,-56553.96000000001,,,,,-56553.96000000001,-16594.2,-2008.6,-37951.16,,,,-151319.8316562,0.0,-302639.6633124,,,,,,,,,,,,,,,,,,,-45798.2491578,,,-91596.4983156
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P6900,AL others,N,2,208,True,-1834293.1856175999,-1834293.1856175999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1834293.1856175999,-1834293.1856175999,-18406.78,-11581.68,,,,-12615.94,-12615.94,,,,,,-35428.2777012,-19084.5493824,-50458.16602,,,-656.92,,,-656.92,,,,,,,,,,,,,,,,,,,,,,,,,-1780458.1279163999,,-3512061.1336032,-48855.1222296
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P7900,HT others,N,2,213,True,-11124.7409646,-11124.7409646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11124.7409646,-11124.7409646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11124.7409646,,,-22249.4819292
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P8900,CI others,N,2,218,True,-2671.7311894,-2671.7311894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2671.7311894,-2671.7311894,,,,,,,,,,,,,-2671.7311894,,-1081.7023788,,,-2130.88,-2130.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100000,Gross Sales,Y,3,0,CTOT,Total,Y,5,0,P9900,WW others,N,2,223,True,-20066262.168410797,-20066262.168410797,-13824134.835055197,-8100321.199999999,,,-8100321.199999999,-16200642.399999999,0.0,,,-14224.82,,,-42674.46,0.0,,,,,,,,,-5709588.8150552,-3971366.6467482,-12748253.28,-86426.3932422,-168086.7024384,-4766.084046,-49955.7795636,,-99911.5591272,,,,,,-6242127.3333556,-6242127.3333556,-369664.36,-10674.16,,-187677.52,,-192044.24,-192044.24,-9173.8,-6463.8,-2710.0,-69270.48,-69270.48,-4258451.0315294005,-232976.1885896,,-11241.2489032,,-11833.14,-983.44,-3580.2,-7269.5,-4124509.1727830004,-4124509.1727830004,,-832732.917637,,,,,-832732.917637,-4584.8455484,-828148.0720886,,,,,-779597.4362794,,,,-1559194.8725588,,,,,-1681.5879098,-3363.1758196,,
